0	-52.374916	0.000990	626.959290
1	-59.092381	0.000529	526.645752
2	-56.507812	0.000579	702.194336
3	-60.528152	0.000471	526.645752
4	-51.874062	0.001077	175.548584
5	-51.970711	0.001233	150.470215
6	-50.193359	0.001343	225.705322
7	-56.556385	0.000717	250.783707
8	-54.952827	0.000874	225.705322
9	-55.277203	0.000814	626.959290
10	-57.911236	0.000557	1304.075195
11	-59.990284	0.000460	1329.153687
12	-48.596390	0.001370	777.429443
13	-51.042252	0.001282	476.489044
14	-51.763412	0.001267	426.332306
15	-49.108269	0.001497	300.940430
16	-50.945866	0.001359	275.862061
17	-48.997856	0.001633	275.862061
18	-55.976143	0.000812	300.940430
19	-53.280350	0.000901	551.724121
20	-53.747059	0.000925	752.351135
21	-56.620384	0.000678	1153.604980
22	-54.777981	0.000851	1128.526733
23	-50.341473	0.001289	978.056458
24	-50.957264	0.001325	702.194336
25	-50.746189	0.001341	426.332306
26	-51.878613	0.001210	376.175568
27	-52.808483	0.001135	376.175568
28	-51.318920	0.001189	351.097168
29	-54.821632	0.000910	351.097168
30	-52.595207	0.001004	451.410645
31	-54.606342	0.000895	526.645752
32	-48.636475	0.001489	426.332306
33	-46.102932	0.002337	50.156738
34	-48.557964	0.001785	75.235107
35	-51.694347	0.001262	75.235107
36	-49.382381	0.001799	50.156738
37	-47.131401	0.002224	75.235107
38	-47.883633	0.001841	75.235107
39	-52.044357	0.001201	100.313477
40	-54.782665	0.000898	376.175568
41	-53.912056	0.000917	476.489044
42	-50.040890	0.001442	225.705322
43	-49.846321	0.001552	175.548584
44	-52.984081	0.001062	300.940430
45	-51.991837	0.001143	426.332306
46	-53.405281	0.000928	376.175568
47	-52.986683	0.000964	326.018799
48	-51.911247	0.001185	250.783707
49	-50.059975	0.001491	300.940430
50	-45.985512	0.002206	275.862061
51	-47.789646	0.002023	125.391853
52	-49.127663	0.001532	125.391853
53	-52.085796	0.001137	250.783707
54	-54.498169	0.000915	225.705322
55	-52.758953	0.001101	125.391853
56	-48.642845	0.001698	150.470215
57	-48.853802	0.001746	75.235107
58	-51.654472	0.001263	75.235107
59	-56.043755	0.000799	275.862061
60	-51.559338	0.001144	326.018799
61	-51.132198	0.001254	225.705322
62	-51.409069	0.001229	250.783707
63	-55.809711	0.000719	275.862061
64	-57.591724	0.000620	351.097168
65	-56.468719	0.000698	601.880859
66	-52.139553	0.001144	426.332306
67	-52.040928	0.001207	175.548584
68	-47.183220	0.001608	250.783707
69	-52.984821	0.001008	300.940430
70	-50.472862	0.001418	200.626953
71	-56.089840	0.000745	376.175568
72	-49.187008	0.001477	351.097168
73	-48.288044	0.001779	125.391853
74	-49.195824	0.001419	401.253906
75	-52.477901	0.000992	1003.134827
76	-47.387043	0.001911	802.507812
77	-42.207596	0.003740	175.548584
78	-36.498093	0.006938	200.626953
79	-32.643665	0.011094	175.548584
80	-28.248169	0.018539	175.548584
81	-24.871780	0.027092	200.626953
82	-24.012117	0.030493	200.626953
83	-22.229076	0.037385	200.626953
84	-18.849003	0.054358	200.626953
85	-16.368853	0.071238	200.626953
86	-15.169314	0.078575	200.626953
87	-14.310359	0.082274	250.783707
88	-14.254112	0.083090	376.175568
89	-13.750731	0.089538	351.097168
90	-13.011023	0.098502	300.940430
91	-12.695199	0.103993	351.097168
92	-12.743641	0.103312	426.332306
93	-13.640893	0.097061	426.332306
94	-13.194149	0.101926	376.175568
95	-12.929983	0.104861	526.645752
96	-13.403768	0.098209	451.410645
97	-14.844642	0.084134	200.626953
98	-17.766319	0.060545	326.018799
99	-19.579702	0.046645	451.410645
100	-21.459761	0.038418	426.332306
101	-21.812620	0.037085	275.862061
102	-21.850103	0.038829	225.705322
103	-20.681360	0.044009	250.783707
104	-18.216312	0.053994	250.783707
105	-17.776064	0.055721	275.862061
106	-18.763288	0.048104	351.097168
107	-18.861719	0.046689	451.410645
108	-20.692045	0.037489	426.332306
109	-25.022305	0.023450	376.175568
110	-28.800411	0.015213	601.880859
111	-35.736973	0.007473	2357.366699
112	-33.760193	0.009004	4388.714844
113	-30.463930	0.012743	5191.222656
114	-29.826939	0.013279	5818.182129
115	-34.085205	0.007735	5717.868164
116	-44.278755	0.002747	2934.169189
117	-45.072594	0.002289	777.429443
118	-48.772873	0.001797	451.410645
119	-47.628399	0.001971	551.724121
120	-49.799877	0.001549	1128.526733
121	-43.152081	0.003089	1379.310425
122	-28.258482	0.014712	1228.840088
123	-25.250835	0.023126	802.507812
124	-23.411306	0.028299	601.880859
125	-22.329840	0.033226	401.253906
126	-21.929512	0.037194	250.783707
127	-19.639851	0.047646	175.548584
128	-24.709309	0.028042	175.548584
129	-30.476915	0.013327	275.862061
130	-37.048611	0.005762	652.037598
131	-45.715126	0.002498	677.115967
132	-42.909122	0.002678	426.332306
133	-46.157993	0.002165	401.253906
134	-44.493401	0.002634	300.940430
135	-46.033043	0.002322	978.056458
136	-42.610485	0.002936	1429.467041
137	-31.549776	0.010133	1053.291504
138	-24.551453	0.023972	827.586243
139	-21.787117	0.033065	626.959290
140	-19.520229	0.042067	626.959290
141	-19.009489	0.043956	626.959290
142	-20.071836	0.040060	576.802490
143	-21.278227	0.035440	476.489044
144	-22.352158	0.034585	326.018799
145	-22.997458	0.034048	351.097168
146	-21.993734	0.035827	426.332306
147	-21.935144	0.032992	351.097168
148	-23.448486	0.028488	225.705322
149	-31.214905	0.012963	225.705322
150	-36.770508	0.006146	275.862061
151	-41.696609	0.003601	300.940430
152	-42.569408	0.003326	225.705322
153	-44.702023	0.002804	175.548584
154	-48.098721	0.001878	326.018799
155	-45.887032	0.002000	401.253906
156	-43.853294	0.002464	401.253906
157	-53.158913	0.001061	576.802490
158	-49.806984	0.001435	426.332306
159	-51.119270	0.001410	326.018799
160	-47.330620	0.001949	727.272766
161	-42.211365	0.003061	1103.448242
162	-47.089977	0.002077	902.821289
163	-46.735435	0.001954	1128.526733
164	-46.982754	0.001824	1354.231934
165	-51.997776	0.001177	626.959290
166	-47.716869	0.002013	225.705322
167	-51.386017	0.001324	551.724121
168	-52.852455	0.001049	727.272766
169	-49.076080	0.001507	526.645752
170	-53.142437	0.001025	601.880859
171	-55.209385	0.000829	877.742920
172	-57.265259	0.000569	1630.093994
173	-50.906292	0.001040	1680.250732
174	-50.825089	0.001331	1003.134827
175	-49.175526	0.001644	601.880859
176	-51.246395	0.001286	752.351135
177	-56.156422	0.000721	1329.153687
178	-49.380222	0.001416	1178.683350
179	-50.351334	0.001382	827.586243
180	-50.607704	0.001254	1003.134827
181	-50.413078	0.001342	1053.291504
182	-47.149929	0.001893	702.194336
183	-49.740715	0.001469	652.037598
184	-48.828899	0.001569	978.056458
185	-51.323700	0.001185	1253.918579
186	-53.476421	0.000954	852.664612
187	-48.992668	0.001526	777.429443
188	-48.515949	0.001699	702.194336
189	-49.972897	0.001471	225.705322
190	-50.131966	0.001452	677.115967
191	-53.267296	0.000929	1228.840088
192	-53.124516	0.000993	877.742920
193	-51.576672	0.001162	476.489044
194	-51.018791	0.001237	727.272766
195	-52.358528	0.001049	777.429443
196	-51.212124	0.001216	702.194336
197	-51.441486	0.001221	652.037598
198	-52.774242	0.001154	426.332306
199	-53.801994	0.000937	501.567413
200	-52.912491	0.001068	877.742920
201	-50.113552	0.001254	777.429443
202	-56.355766	0.000677	877.742920
203	-51.731350	0.001168	827.586243
204	-47.515022	0.002054	200.626953
205	-51.674389	0.001278	376.175568
206	-56.383236	0.000700	727.272766
207	-52.388424	0.001116	426.332306
208	-50.150528	0.001352	300.940430
209	-53.446163	0.000906	576.802490
210	-50.179146	0.001361	652.037598
211	-55.847523	0.000755	551.724121
212	-58.114414	0.000599	702.194336
213	-54.985226	0.000815	752.351135
214	-55.658237	0.000820	551.724121
215	-53.166561	0.000971	501.567413
216	-56.018970	0.000740	300.940430
217	-51.391338	0.001125	225.705322
218	-49.983677	0.001456	326.018799
219	-53.932060	0.001003	225.705322
220	-51.227821	0.001105	300.940430
221	-53.128674	0.000980	326.018799
222	-48.969543	0.001385	125.391853
223	-57.403511	0.000611	376.175568
224	-59.521980	0.000499	501.567413
225	-55.242867	0.000822	376.175568
226	-52.838539	0.001018	275.862061
227	-53.516239	0.000980	250.783707
228	-52.592499	0.001088	300.940430
229	-51.293129	0.001232	300.940430
230	-52.419907	0.001112	200.626953
231	-52.124027	0.001067	200.626953
232	-53.976334	0.000862	802.507812
233	-51.913937	0.001056	978.056458
